comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  freqs(GHz)  datatype  optshare  packbool  protocol  latencies(ms)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.37          216                1                  1.8         512       1         0         1         8              40960       0           1           .017770      NA          .128819           .252781             .252781            1.37                 216           100
1.39          215                1                  1.8         512       1         0         1         10             40960       0           0           0.096449     NA          0.687089          1.753091            1.753090           2.64                 1273          58
1.39          215                1                  1.8         512       1         0         1         10             40960       0           1           .018239      NA          .127342           .296358             .296357            1.39                 215           99
1.40          215                1                  1.8         512       1         0         1         12             40960       0           0           0.098929     NA          0.720905          2.007679            2.007678           2.90                 1273          54
1.39          219                1                  1.8         512       1         0         1         12             40960       0           1           .017944      NA          .121512           .337432             .337431            1.39                 219           100
1.39          217                1                  1.8         512       1         0         1         14             40960       0           0           0.099098     NA          0.750039          2.287905            2.287904           3.18                 1274          50
1.38          216                1                  1.8         512       1         0         1         14             40960       0           1           .017377      NA          .125608           .380348             .380348            1.38                 216           100
1.42          215                1                  1.8         512       1         0         1         16             40960       0           0           0.096226     NA          0.712912          2.535694            2.535692           3.44                 1274          45
1.39          216                1                  1.8         512       1         0         1         16             40960       0           1           .018153      NA          .124139           .426695             .426695            1.39                 216           100
1.39          215                1                  1.8         512       1         0         1         18             40960       0           0           0.095530     NA          0.649207          2.779334            2.779333           3.70                 1273          40
1.38          215                1                  1.8         512       1         0         1         18             40960       0           1           .017750      NA          .123262           .471997             .471997            1.38                 215           99
1.39          216                1                  1.8         512       1         0         1         20             40960       0           0           0.099178     NA          0.748272          3.075176            3.075175           3.99                 1273          39
1.39          215                1                  1.8         512       1         0         1         20             40960       0           1           .017999      NA          .124246           .509576             .509576            1.39                 215           99
1.36          214                1                  1.8         512       1         0         2         1              40960       0           0           0.185568     NA          0.757004          0.958643            0.958642           1.90                 1438          89
1.35          214                1                  1.8         512       1         0         2         1              40960       0           1           .025868      NA          .114726           .166352             .166351            1.35                 214           99
1.75          215                1                  1.8         512       1         0         2         2              40960       0           0           0.184799     NA          0.755288          1.140861            1.140860           2.09                 1438          81
1.36          214                1                  1.8         512       1         0         2         2              40960       0           1           .025529      NA          .117025           .188020             .188020            1.36                 214           100
1.35          214                1                  1.8         512       1         0         2         4              40960       0           0           0.184059     NA          0.668980          1.590233            1.590232           2.55                 1438          63
1.38          215                1                  1.8         512       1         0         2         4              40960       0           1           .026033      NA          .109589           .266231             .266231            1.38                 215           99
1.36          215                1                  1.8         512       1         0         2         6              40960       0           0           0.183976     NA          0.671861          2.077425            2.077424           3.05                 1438          53
1.38          214                1                  1.8         512       1         0         2         6              40960       0           1           .025243      NA          .116789           .351966             .351966            1.38                 214           99
1.40          214                1                  1.8         512       1         0         2         8              40960       0           0           0.184491     NA          0.742395          2.636342            2.636341           3.61                 1439          46
1.37          214                1                  1.8         512       1         0         2         8              40960       0           1           .027247      NA          .113381           .434483             .434483            1.37                 214           99
1.42          216                1                  1.8         512       1         0         2         10             40960       0           0           0.181006     NA          0.666078          3.070882            3.070881           4.04                 1438          39
1.37          215                1                  1.8         512       1         0         2         10             40960       0           1           .026124      NA          .117645           .517228             .517227            1.37                 215           99
1.37          214                1                  1.8         512       1         0         2         12             40960       0           0           0.183720     NA          0.679041          3.606936            3.606935           4.60                 1438          35
1.37          215                1                  1.8         512       1         0         2         12             40960       0           1           .025621      NA          .110841           .595732             .595732            1.37                 215           99
1.36          215                1                  1.8         512       1         0         2         14             40960       0           0           0.183464     NA          0.751724          4.111046            4.111045           5.10                 1442          33
1.36          214                1                  1.8         512       1         0         2         14             40960       0           1           .026145      NA          .111803           .682052             .682052            1.36                 214           99
1.38          215                1                  1.8         512       1         0         2         16             40960       0           0           0.184112     NA          0.727369          4.622650            4.622649           5.63                 1438          29
1.37          215                1                  1.8         512       1         0         2         16             40960       0           1           .025982      NA          .117114           .763376             .763376            1.37                 215           100
1.44          215                1                  1.8         512       1         0         2         18             40960       0           0           0.183266     NA          0.789817          5.220040            5.220039           6.23                 1438          27
1.35          214                1                  1.8         512       1         0         2         18             40960       0           1           .025944      NA          .119827           .849157             .849157            1.35                 214           99
1.48          215                1                  1.8         512       1         0         2         20             40960       0           0           0.181449     NA          0.796384          5.656817            5.656816           6.65                 1438          26
1.37          216                1                  1.8         512       1         0         2         20             40960       0           1           .026047      NA          .116357           .933141             .933140            1.37                 216           100
1.33          213                1                  1.8         512       1         0         3         1              40960       0           0           0.169459     NA          0.353212          0.976986            0.976985           1.92                 961           66
1.34          213                1                  1.8         512       1         0         3         1              40960       0           1           .031246      NA          .091057           .170952             .170951            1.34                 213           99
1.34          213                1                  1.8         512       1         0         3         2              40960       0           0           0.172401     NA          0.391707          1.193095            1.193094           2.14                 961           61
1.33          213                1                  1.8         512       1         0         3         2              40960       0           1           .031452      NA          .090631           .201643             .201643            1.33                 213           99
1.34          213                1                  1.8         512       1         0         3         4              40960       0           0           0.171250     NA          0.359068          1.763140            1.763139           2.71                 961           47
1.36          213                1                  1.8         512       1         0         3         4              40960       0           1           .031519      NA          .092953           .304279             .304278            1.36                 213           99
1.52          214                1                  1.8         512       1         0         3         6              40960       0           0           0.170374     NA          0.423845          2.419816            2.419814           3.39                 961           39
1.32          213                1                  1.8         512       1         0         3         6              40960       0           1           .031576      NA          .095903           .409207             .409207            1.32                 213           99
1.33          214                1                  1.8         512       1         0         3         8              40960       0           0           0.173951     NA          0.344554          3.080324            3.080323           4.04                 961           31
1.35          213                1                  1.8         512       1         0         3         8              40960       0           1           .031442      NA          .093471           .512843             .512843            1.35                 213           99
1.33          214                1                  1.8         512       1         0         3         10             40960       0           0           0.171827     NA          0.356071          3.755455            3.755454           4.73                 961           27
1.34          216                1                  1.8         512       1         0         3         10             40960       0           1           .031748      NA          .092952           .610765             .610765            1.34                 216           99
1.33          214                1                  1.8         512       1         0         3         12             40960       0           0           0.171339     NA          0.345429          4.303855            4.303854           5.28                 961           24
1.33          214                1                  1.8         512       1         0         3         12             40960       0           1           .031562      NA          .096443           .717929             .717928            1.33                 214           99
1.32          214                1                  1.8         512       1         0         3         14             40960       0           0           0.175396     NA          0.399844          4.960725            4.960724           5.95                 961           22
1.34          214                1                  1.8         512       1         0         3         14             40960       0           1           .031467      NA          .095976           .816120             .816120            1.34                 214           99
1.33          212                1                  1.8         512       1         0         3         16             40960       0           0           0.173654     NA          0.382376          5.563422            5.563421           6.55                 961           20
1.34          214                1                  1.8         512       1         0         3         16             40960       0           1           .031081      NA          .097258           .920824             .920824            1.34                 214           99
1.33          217                1                  1.8         512       1         0         3         18             40960       0           0           0.175407     NA          0.397351          6.177931            6.177930           7.18                 961           18
1.33          213                1                  1.8         512       1         0         3         18             40960       0           1           .031309      NA          .094953           1.029100            1.029099           1.33                 213           99
1.35          213                1                  1.8         512       1         0         3         20             40960       0           0           0.172448     NA          0.381576          6.868904            6.868903           7.86                 961           16
1.33          214                1                  1.8         512       1         0         3         20             40960       0           1           .031610      NA          .096983           1.128715            1.128715           1.33                 214           99
1.36          212                1                  1.8         512       1         0         4         1              40960       0           0           0.163998     NA          0.384981          0.839344            0.839343           1.78                 958           74
1.33          213                1                  1.8         512       1         0         4         1              40960       0           1           .030168      NA          .077769           .145525             .145524            1.33                 213           99
1.33          214                1                  1.8         512       1         0         4         2              40960       0           0           0.162572     NA          0.385372          0.961668            0.961667           1.90                 958           69
1.32          214                1                  1.8         512       1         0         4         2              40960       0           1           .030194      NA          .080683           .166232             .166231            1.32                 214           99
1.32          213                1                  1.8         512       1         0         4         4              40960       0           0           0.161865     NA          0.403795          1.497009            1.497008           2.44                 959           54
1.32          212                1                  1.8         512       1         0         4         4              40960       0           1           .030234      NA          .077172           .248409             .248409            1.32                 212           99
1.34          213                1                  1.8         512       1         0         4         6              40960       0           0           0.162146     NA          0.386457          1.952441            1.952440           2.92                 958           44
1.33          213                1                  1.8         512       1         0         4         6              40960       0           1           .030070      NA          .080935           .333087             .333087            1.33                 213           99
1.32          213                1                  1.8         512       1         0         4         8              40960       0           0           0.162212     NA          0.444211          2.527854            2.527853           3.49                 958           39
1.32          213                1                  1.8         512       1         0         4         8              40960       0           1           .030208      NA          .083743           .417996             .417996            1.32                 213           99
1.36          213                1                  1.8         512       1         0         4         10             40960       0           0           0.162711     NA          0.443100          3.030481            3.030480           3.99                 958           34
1.32          214                1                  1.8         512       1         0         4         10             40960       0           1           .029984      NA          .077173           .505970             .505970            1.32                 214           100
1.33          213                1                  1.8         512       1         0         4         12             40960       0           0           0.162833     NA          0.392057          3.581157            3.581156           4.55                 958           28
1.32          214                1                  1.8         512       1         0         4         12             40960       0           1           .030248      NA          .081980           .589644             .589643            1.32                 214           99
1.32          213                1                  1.8         512       1         0         4         14             40960       0           0           0.164027     NA          0.386339          4.046597            4.046596           5.03                 958           26
1.33          213                1                  1.8         512       1         0         4         14             40960       0           1           .030048      NA          .079549           .675400             .675400            1.33                 213           99
1.32          213                1                  1.8         512       1         0         4         16             40960       0           0           0.161255     NA          0.414781          4.628812            4.628811           5.62                 958           23
1.32          213                1                  1.8         512       1         0         4         16             40960       0           1           .030817      NA          .085681           .763635             .763635            1.32                 213           99
1.32          212                1                  1.8         512       1         0         4         18             40960       0           0           0.165686     NA          0.404162          5.093289            5.093288           6.09                 958           21
1.32          213                1                  1.8         512       1         0         4         18             40960       0           1           .030490      NA          .081416           .846840             .846840            1.32                 213           99
1.33          214                1                  1.8         512       1         0         4         20             40960       0           0           0.162191     NA          0.460111          5.648780            5.648779           6.65                 958           20
1.32          212                1                  1.8         512       1         0         4         20             40960       0           1           .030230      NA          .082187           .932768             .932767            1.32                 212           99
1.33          215                1                  1.8         512       1         0         5         1              40960       0           0           0.174669     NA          0.503351          0.921463            0.921462           1.86                 1121          76
1.33          213                1                  1.8         512       1         0         5         1              40960       0           1           .031608      NA          .090085           .154879             .154879            1.33                 213           99
1.34          215                1                  1.8         512       1         0         5         2              40960       0           0           0.174803     NA          0.477590          1.127557            1.127556           2.07                 1121          68
1.33          215                1                  1.8         512       1         0         5         2              40960       0           1           .031940      NA          .094175           .190517             .190517            1.33                 215           99
1.34          214                1                  1.8         512       1         0         5         4              40960       0           0           0.172549     NA          0.498896          1.703351            1.703350           2.66                 1121          53
1.34          218                1                  1.8         512       1         0         5         4              40960       0           1           .031830      NA          .092031           .291990             .291990            1.34                 218           100
1.34          213                1                  1.8         512       1         0         5         6              40960       0           0           0.174512     NA          0.527444          2.376977            2.376976           3.34                 1121          43
1.33          214                1                  1.8         512       1         0         5         6              40960       0           1           .031281      NA          .092875           .396746             .396746            1.33                 214           99
1.36          214                1                  1.8         512       1         0         5         8              40960       0           0           0.172064     NA          0.508751          3.030504            3.030503           4.08                 1121          35
1.66          215                1                  1.8         512       1         0         5         8              40960       0           1           .031717      NA          .094293           .504156             .504155            1.66                 215           99
1.34          214                1                  1.8         512       1         0         5         10             40960       0           0           0.172777     NA          0.555650          3.681971            3.681970           4.65                 1121          32
1.34          214                1                  1.8         512       1         0         5         10             40960       0           1           .031891      NA          .095699           .605605             .605605            1.34                 214           99
1.33          213                1                  1.8         512       1         0         5         12             40960       0           0           0.170381     NA          0.479312          4.274121            4.274119           5.25                 1121          26
1.34          214                1                  1.8         512       1         0         5         12             40960       0           1           .031475      NA          .093606           .706685             .706685            1.34                 214           100
1.36          214                1                  1.8         512       1         0         5         14             40960       0           0           0.173290     NA          0.495125          4.852428            4.852427           5.84                 1121          24
1.34          215                1                  1.8         512       1         0         5         14             40960       0           1           .031778      NA          .094947           .810189             .810188            1.34                 215           100
1.34          215                1                  1.8         512       1         0         5         16             40960       0           0           0.173298     NA          0.496630          5.505799            5.505798           6.50                 1121          22
1.34          213                1                  1.8         512       1         0         5         16             40960       0           1           .031527      NA          .094396           .911170             .911170            1.34                 213           99
1.35          213                1                  1.8         512       1         0         5         18             40960       0           0           0.170063     NA          0.474040          6.128486            6.128485           7.13                 1121          19
1.34          214                1                  1.8         512       1         0         5         18             40960       0           1           .031619      NA          .090841           1.012764            1.012763           1.34                 214           99
1.34          214                1                  1.8         512       1         0         5         20             40960       0           0           0.171287     NA          0.497188          6.767734            6.767733           7.78                 1121          18
1.34          214                1                  1.8         512       1         0         5         20             40960       0           1           .031978      NA          .097447           1.120091            1.120090           1.34                 214           99
1.33          213                1                  1.8         512       1         0         6         1              40960       0           0           0.084957     NA          0.208825          0.395746            0.395745           1.23                 803           84
1.31          214                1                  1.8         512       1         0         6         1              40960       0           1           .015341      NA          .033100           .074641             .074641            1.31                 214           99
1.32          218                1                  1.8         512       1         0         6         2              40960       0           0           0.085381     NA          0.210311          0.525844            0.525843           1.37                 803           76
1.33          214                1                  1.8         512       1         0         6         2              40960       0           1           .016659      NA          .035098           .087137             .087137            1.33                 214           99
1.35          214                1                  1.8         512       1         0         6         4              40960       0           0           0.088482     NA          0.245755          0.789282            0.789281           1.64                 803           66
1.33          218                1                  1.8         512       1         0         6         4              40960       0           1           .015314      NA          .035474           .128646             .128645            1.33                 218           100
1.33          214                1                  1.8         512       1         0         6         6              40960       0           0           0.085184     NA          0.224950          1.040249            1.040248           1.89                 803           55
1.31          214                1                  1.8         512       1         0         6         6              40960       0           1           .014672      NA          .032834           .170575             .170575            1.31                 214           99
1.33          213                1                  1.8         512       1         0         6         8              40960       0           0           0.086410     NA          0.249249          1.287398            1.287397           2.16                 803           49
1.33          213                1                  1.8         512       1         0         6         8              40960       0           1           .016803      NA          .035495           .210627             .210626            1.33                 213           99
1.40          214                1                  1.8         512       1         0         6         10             40960       0           0           0.087142     NA          0.235101          1.531647            1.531646           2.39                 803           44
1.32          212                1                  1.8         512       1         0         6         10             40960       0           1           .015423      NA          .034464           .252276             .252276            1.32                 212           99
1.32          214                1                  1.8         512       1         0         6         12             40960       0           0           0.088914     NA          0.223528          1.784525            1.784524           2.66                 803           39
1.33          214                1                  1.8         512       1         0         6         12             40960       0           1           .014886      NA          .035210           .294498             .294497            1.33                 214           99
1.50          213                1                  1.8         512       1         0         6         14             40960       0           0           0.084964     NA          0.191673          1.983662            1.983661           2.86                 803           36
1.32          214                1                  1.8         512       1         0         6         14             40960       0           1           .016605      NA          .033104           .330670             .330670            1.32                 214           99
1.35          213                1                  1.8         512       1         0         6         16             40960       0           0           0.086956     NA          0.252913          2.268144            2.268143           3.15                 803           34
1.32          213                1                  1.8         512       1         0         6         16             40960       0           1           .015167      NA          .035718           .376910             .376909            1.32                 213           99
1.32          213                1                  1.8         512       1         0         6         18             40960       0           0           0.088538     NA          0.245651          2.501802            2.501801           3.39                 804           32
1.32          213                1                  1.8         512       1         0         6         18             40960       0           1           .015308      NA          .035895           .419051             .419050            1.32                 213           99
1.33          214                1                  1.8         512       1         0         6         20             40960       0           0           0.092320     NA          0.258622          2.789195            2.789194           3.69                 803           29
1.32          214                1                  1.8         512       1         0         6         20             40960       0           1           .015063      NA          .035650           .459880             .459880            1.32                 214           99
1.39          218                1                  1.6         512       1         0         1         1              40960       0           0           0.102065     NA          0.773942          0.673140            0.673139           1.61                 1274          105
1.38          216                1                  1.6         512       1         0         1         1              40960       0           1           .018776      NA          .134451           .130326             .130326            1.38                 216           99
1.41          216                1                  1.6         512       1         0         1         2              40960       0           0           0.101599     NA          0.712241          0.748268            0.748267           1.69                 1273          97
1.38          217                1                  1.6         512       1         0         1         2              40960       0           1           .018919      NA          .143403           .134727             .134727            1.38                 217           99
1.38          215                1                  1.6         512       1         0         1         4              40960       0           0           0.102663     NA          0.777798          1.020464            1.020462           1.96                 1273          87
1.38          216                1                  1.6         512       1         0         1         4              40960       0           1           .018717      NA          .139292           .172544             .172544            1.38                 216           99
1.43          215                1                  1.6         512       1         0         1         6              40960       0           0           0.103233     NA          0.723255          1.278925            1.278924           2.23                 1273          74
1.38          215                1                  1.6         512       1         0         1         6              40960       0           1           .019108      NA          .138891           .216175             .216174            1.38                 215           100
1.44          215                1                  1.6         512       1         0         1         8              40960       0           0           0.102687     NA          0.792955          1.531667            1.531666           2.49                 1273          68
1.38          215                1                  1.6         512       1         0         1         8              40960       0           1           .018547      NA          .137763           .257686             .257686            1.38                 215           100
1.44          216                1                  1.6         512       1         0         1         10             40960       0           0           0.101671     NA          0.749594          1.799813            1.799812           2.77                 1273          60
1.39          218                1                  1.6         512       1         0         1         10             40960       0           1           .017887      NA          .132950           .300960             .300960            1.39                 218           99
1.39          217                1                  1.6         512       1         0         1         12             40960       0           0           0.104783     NA          0.795458          2.080895            2.080893           3.05                 1273          56
1.38          216                1                  1.6         512       1         0         1         12             40960       0           1           .018767      NA          .131542           .344268             .344268            1.38                 216           99
1.41          216                1                  1.6         512       1         0         1         14             40960       0           0           0.103891     NA          0.818494          2.332390            2.332389           3.31                 1273          52
1.39          216                1                  1.6         512       1         0         1         14             40960       0           1           .018051      NA          .132102           .384597             .384597            1.39                 216           99
1.43          215                1                  1.6         512       1         0         1         16             40960       0           0           0.101564     NA          0.776149          2.533745            2.533744           3.51                 1273          48
1.42          215                1                  1.6         512       1         0         1         16             40960       0           1           .019512      NA          .135176           .429472             .429472            1.42                 215           99
1.41          215                1                  1.6         512       1         0         1         18             40960       0           0           0.101522     NA          0.751504          2.812866            2.812864           3.80                 1273          44
1.38          215                1                  1.6         512       1         0         1         18             40960       0           1           .018139      NA          .132387           .471841             .471841            1.38                 215           99
1.38          215                1                  1.6         512       1         0         1         20             40960       0           0           0.105070     NA          0.800088          3.076096            3.076095           4.07                 1273          42
1.43          215                1                  1.6         512       1         0         1         20             40960       0           1           .018772      NA          .131840           .516772             .516772            1.43                 215           99
1.41          215                1                  1.6         512       1         0         2         1              40960       0           0           0.201037     NA          0.784466          1.036701            1.036700           2.07                 1438          87
1.36          215                1                  1.6         512       1         0         2         1              40960       0           1           .029163      NA          .119290           .171697             .171697            1.36                 215           100
1.42          215                1                  1.6         512       1         0         2         2              40960       0           0           0.201029     NA          0.717614          1.143158            1.143157           2.17                 1438          80
1.35          215                1                  1.6         512       1         0         2         2              40960       0           1           .027919      NA          .118941           .191761             .191761            1.35                 215           99
1.37          215                1                  1.6         512       1         0         2         4              40960       0           0           0.197485     NA          0.731095          1.621192            1.621191           2.66                 1438          66
1.36          214                1                  1.6         512       1         0         2         4              40960       0           1           .027464      NA          .125062           .275351             .275351            1.36                 214           99
1.44          214                1                  1.6         512       1         0         2         6              40960       0           0           0.198262     NA          0.737894          2.161961            2.161960           3.21                 1438          55
1.36          215                1                  1.6         512       1         0         2         6              40960       0           1           .026950      NA          .117088           .355022             .355022            1.36                 215           99
1.36          215                1                  1.6         512       1         0         2         8              40960       0           0           0.197695     NA          0.728542          2.615908            2.615907           3.68                 1439          48
1.36          215                1                  1.6         512       1         0         2         8              40960       0           1           .026939      NA          .125265           .441388             .441388            1.36                 215           100
1.38          215                1                  1.6         512       1         0         2         10             40960       0           0           0.197393     NA          0.741938          3.111096            3.111095           4.19                 1439          42
1.35          215                1                  1.6         512       1         0         2         10             40960       0           1           .027845      NA          .125727           .520881             .520881            1.35                 215           99
1.42          214                1                  1.6         512       1         0         2         12             40960       0           0           0.201464     NA          0.814169          3.677766            3.677765           4.75                 1438          38
1.35          214                1                  1.6         512       1         0         2         12             40960       0           1           .027774      NA          .121475           .605230             .605230            1.35                 214           99
1.37          215                1                  1.6         512       1         0         2         14             40960       0           0           0.199100     NA          0.756547          4.126957            4.126956           5.22                 1438          34
1.36          215                1                  1.6         512       1         0         2         14             40960       0           1           .027106      NA          .124625           .688034             .688033            1.36                 215           99
1.37          215                1                  1.6         512       1         0         2         16             40960       0           0           0.197089     NA          0.717698          4.639664            4.639663           5.72                 1438          30
1.38          215                1                  1.6         512       1         0         2         16             40960       0           1           .026785      NA          .119833           .774224             .774224            1.38                 215           99
1.37          214                1                  1.6         512       1         0         2         18             40960       0           0           0.197843     NA          0.753076          5.205363            5.205362           6.31                 1439          28
