comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.01          3                  1                  1    256       1         0         4         22500            40960       0           1           .000373      NA          .049917           .060489             .060488            0.54                 562           453
1.52          244                1                  1    256       1         0         4         22000            40960       0           0           0.001829     NA          0.252561          0.411707            0.411706           0.53                 404           69
0.01          3                  1                  1    256       1         0         4         22000            40960       0           1           .000374      NA          .052013           .060799             .060799            0.51                 562           505
1.49          243                1                  1    256       1         0         4         21500            40960       0           0           0.002139     NA          0.256506          0.371250            0.371249           0.49                 404           76
0.01          3                  1                  1    256       1         0         4         21500            40960       0           1           .000376      NA          .049218           .061898             .061898            0.51                 562           483
1.52          245                1                  1    256       1         0         4         21000            40960       0           0           0.001907     NA          0.190042          0.347391            0.347390           0.47                 404           64
0.01          3                  1                  1    256       1         0         4         21000            40960       0           1           .000380      NA          .050638           .058635             .058635            0.50                 562           495
1.47          243                1                  1    256       1         0         4         20500            40960       0           0           0.001783     NA          0.248756          0.362315            0.362313           0.48                 404           76
0.01          3                  1                  1    256       1         0         4         20500            40960       0           1           .000381      NA          .051970           .060941             .060940            0.52                 562           495
1.49          243                1                  1    256       1         0         4         20000            40960       0           0           0.001876     NA          0.257651          0.398909            0.398908           0.52                 404           73
0.01          3                  1                  1    256       1         0         4         20000            40960       0           1           .000382      NA          .052717           .059967             .059967            0.51                 562           503
1.48          244                1                  1    256       1         0         4         19500            40960       0           0           0.001864     NA          0.259459          0.374953            0.374952           0.49                 404           77
0.01          3                  1                  1    256       1         0         4         19500            40960       0           1           .000378      NA          .051843           .058973             .058972            0.53                 562           487
1.49          243                1                  1    256       1         0         4         19000            40960       0           0           0.001860     NA          0.257526          0.366843            0.366841           0.48                 404           78
0.01          3                  1                  1    256       1         0         4         19000            40960       0           1           .000371      NA          .053746           .060842             .060842            0.51                 562           517
1.50          245                1                  1    256       1         0         4         18500            40960       0           0           0.002072     NA          0.246556          0.359194            0.359192           0.47                 404           77
0.01          3                  1                  1    256       1         0         4         18500            40960       0           1           .000391      NA          .055570           .061100             .061100            0.53                 562           509
1.48          243                1                  1    256       1         0         4         18000            40960       0           0           0.001733     NA          0.257191          0.364014            0.364013           0.48                 404           72
0.01          3                  1                  1    256       1         0         4         18000            40960       0           1           .000380      NA          .050594           .061572             .061572            0.51                 562           498
1.50          244                1                  1    256       1         0         4         17500            40960       0           0           0.002071     NA          0.254016          0.357127            0.357126           0.47                 404           78
0.01          3                  1                  1    256       1         0         4         17500            40960       0           1           .000374      NA          .052812           .061786             .061786            0.52                 562           502
1.52          244                1                  1    256       1         0         4         17000            40960       0           0           0.002037     NA          0.257092          0.364033            0.364031           0.48                 404           72
0.01          3                  1                  1    256       1         0         4         17000            40960       0           1           .000377      NA          .050735           .058715             .058715            0.50                 562           506
1.50          244                1                  1    256       1         0         4         16500            40960       0           0           0.001699     NA          0.254392          0.362059            0.362058           0.48                 404           78
0.01          3                  1                  1    256       1         0         4         16500            40960       0           1           .000379      NA          .051091           .061579             .061579            0.51                 562           492
1.52          244                1                  1    256       1         0         4         16000            40960       0           0           0.001680     NA          0.260000          0.381593            0.381591           0.50                 404           75
0.01          3                  1                  1    256       1         0         4         16000            40960       0           1           .000376      NA          .053885           .062564             .062564            0.53                 562           494
1.51          244                1                  1    256       1         0         4         15500            40960       0           0           0.001758     NA          0.247662          0.397182            0.397181           0.52                 404           68
0.01          3                  1                  1    256       1         0         4         15500            40960       0           1           .000371      NA          .052532           .061547             .061547            0.51                 562           505
1.48          244                1                  1    256       1         0         4         15000            40960       0           0           0.001931     NA          0.252021          0.362371            0.362370           0.48                 404           76
0.01          3                  1                  1    256       1         0         4         15000            40960       0           1           .000373      NA          .054505           .060735             .060735            0.51                 562           517
1.52          243                1                  1    256       1         0         4         14500            40960       0           0           0.001915     NA          0.255015          0.399142            0.399141           0.51                 404           72
0.01          3                  1                  1    256       1         0         4         14500            40960       0           1           .000377      NA          .054134           .062094             .062094            0.51                 562           512
1.53          245                1                  1    256       1         0         4         14000            40960       0           0           0.001830     NA          0.244128          0.355271            0.355270           0.47                 404           76
0.01          3                  1                  1    256       1         0         4         14000            40960       0           1           .000376      NA          .052309           .061209             .061209            0.52                 562           501
1.51          245                1                  1    256       1         0         4         13500            40960       0           0           0.001921     NA          0.247912          0.370036            0.370035           0.50                 404           73
0.01          3                  1                  1    256       1         0         4         13500            40960       0           1           .000371      NA          .050730           .062677             .062677            0.52                 562           477
1.53          245                1                  1    256       1         0         4         13000            40960       0           0           0.002084     NA          0.257996          0.387079            0.387078           0.50                 404           68
0.01          3                  1                  1    256       1         0         4         13000            40960       0           1           .000371      NA          .054315           .063754             .063754            0.53                 562           497
1.52          243                1                  1    256       1         0         4         12500            40960       0           0           0.001909     NA          0.254576          0.366107            0.366106           0.48                 404           77
0.01          3                  1                  1    256       1         0         4         12500            40960       0           1           .000373      NA          .055832           .063641             .063640            0.54                 562           502
1.53          243                1                  1    256       1         0         4         12000            40960       0           0           0.001986     NA          0.261663          0.369606            0.369605           0.50                 404           76
0.01          3                  1                  1    256       1         0         4         12000            40960       0           1           .000366      NA          .047833           .062490             .062490            0.54                 562           443
1.48          243                1                  1    256       1         0         4         11500            40960       0           0           0.001739     NA          0.252585          0.372906            0.372905           0.49                 404           75
0.01          3                  1                  1    256       1         0         4         11500            40960       0           1           .000381      NA          .050921           .061837             .061837            0.51                 565           496
1.52          243                1                  1    256       1         0         4         11000            40960       0           0           0.001858     NA          0.255176          0.362179            0.362178           0.48                 404           77
0.01          3                  1                  1    256       1         0         4         11000            40960       0           1           .000378      NA          .051689           .063218             .063218            0.52                 562           483
1.53          244                1                  1    256       1         0         4         10500            40960       0           0           0.001987     NA          0.251278          0.367560            0.367559           0.49                 404           76
0.00          3                  1                  1    256       1         0         4         10500            40960       0           1           .000373      NA          .050456           .063291             .063290            0.52                 562           483
1.48          245                1                  1    256       1         0         4         10000            40960       0           0           0.001823     NA          0.251708          0.366354            0.366352           0.48                 404           76
0.01          3                  1                  1    256       1         0         4         10000            40960       0           1           .000381      NA          .053579           .067015             .067015            0.56                 562           466
1.53          244                1                  1    256       1         0         4         9500             40960       0           0           0.001949     NA          0.252827          0.359526            0.359525           0.48                 404           78
0.01          3                  1                  1    256       1         0         4         9500             40960       0           1           .000375      NA          .050215           .065488             .065488            0.55                 562           452
1.51          243                1                  1    256       1         0         4         9000             40960       0           0           0.001742     NA          0.252159          0.360922            0.360921           0.48                 404           77
0.01          3                  1                  1    256       1         0         4         9000             40960       0           1           .000372      NA          .054117           .070328             .070328            0.56                 562           472
1.49          244                1                  1    256       1         0         4         8500             40960       0           0           0.001943     NA          0.243538          0.354868            0.354867           0.47                 404           76
0.01          3                  1                  1    256       1         0         4         8500             40960       0           1           .000373      NA          .049585           .068564             .068564            0.55                 562           448
1.50          244                1                  1    256       1         0         4         8000             40960       0           0           0.001928     NA          0.250075          0.371435            0.371434           0.50                 404           74
0.01          3                  1                  1    256       1         0         4         8000             40960       0           1           .000373      NA          .050831           .071902             .071902            0.58                 562           437
1.51          243                1                  1    256       1         0         5         25000            40960       0           0           0.001804     NA          0.214238          0.379305            0.379304           0.50                 486           65
0.01          3                  1                  1    256       1         0         5         25000            40960       0           1           .000410      NA          .054540           .062977             .062977            0.53                 563           501
1.51          245                1                  1    256       1         0         5         24500            40960       0           0           0.001804     NA          0.262707          0.387955            0.387954           0.50                 486           75
0.01          3                  1                  1    256       1         0         5         24500            40960       0           1           .000419      NA          .052542           .063445             .063445            0.53                 563           492
1.49          244                1                  1    256       1         0         5         24000            40960       0           0           0.001803     NA          0.270187          0.396536            0.396535           0.51                 486           75
0.01          3                  1                  1    256       1         0         5         24000            40960       0           1           .000415      NA          .053219           .064425             .064425            0.54                 563           480
1.52          243                1                  1    256       1         0         5         23500            40960       0           0           0.001802     NA          0.266065          0.388269            0.388268           0.50                 486           71
0.01          3                  1                  1    256       1         0         5         23500            40960       0           1           .000414      NA          .056616           .062476             .062476            0.52                 563           519
1.53          244                1                  1    256       1         0         5         23000            40960       0           0           0.001800     NA          0.266442          0.387548            0.387547           0.50                 485           76
0.01          3                  1                  1    256       1         0         5         23000            40960       0           1           .000416      NA          .055635           .064670             .064670            0.53                 563           515
1.50          244                1                  1    256       1         0         5         22500            40960       0           0           0.001802     NA          0.268228          0.381366            0.381366           0.49                 486           76
0.01          3                  1                  1    256       1         0         5         22500            40960       0           1           .000414      NA          .055476           .065301             .065301            0.55                 563           482
1.53          244                1                  1    256       1         0         5         22000            40960       0           0           0.001803     NA          0.276230          0.387438            0.387437           0.51                 486           72
0.01          3                  1                  1    256       1         0         5         22000            40960       0           1           .000413      NA          .053339           .064295             .064294            0.53                 563           495
1.49          244                1                  1    256       1         0         5         21500            40960       0           0           0.001805     NA          0.261215          0.380957            0.380956           0.50                 486           76
0.01          3                  1                  1    256       1         0         5         21500            40960       0           1           .000413      NA          .057606           .063085             .063085            0.53                 563           515
1.51          243                1                  1    256       1         0         5         21000            40960       0           0           0.001807     NA          0.266191          0.359657            0.359656           0.48                 486           80
0.01          3                  1                  1    256       1         0         5         21000            40960       0           1           .000412      NA          .053398           .066261             .066261            0.57                 563           463
1.51          245                1                  1    256       1         0         5         20500            40960       0           0           0.001804     NA          0.268423          0.388319            0.388318           0.50                 486           77
0.01          3                  1                  1    256       1         0         5         20500            40960       0           1           .000414      NA          .055777           .061301             .061301            0.54                 563           510
1.48          243                1                  1    256       1         0         5         20000            40960       0           0           0.001801     NA          0.267635          0.390524            0.390523           0.51                 486           75
0.01          3                  1                  1    256       1         0         5         20000            40960       0           1           .000413      NA          .053924           .063190             .063190            0.54                 563           489
1.50          244                1                  1    256       1         0         5         19500            40960       0           0           0.001804     NA          0.269698          0.391204            0.391203           0.51                 486           76
0.01          3                  1                  1    256       1         0         5         19500            40960       0           1           .000409      NA          .054215           .062835             .062835            0.53                 563           502
1.52          244                1                  1    256       1         0         5         19000            40960       0           0           0.001803     NA          0.213815          0.379862            0.379861           0.50                 486           66
0.01          3                  1                  1    256       1         0         5         19000            40960       0           1           .000415      NA          .054635           .063431             .063431            0.52                 563           511
1.49          244                1                  1    256       1         0         5         18500            40960       0           0           0.001801     NA          0.268966          0.393143            0.393142           0.51                 486           76
0.01          3                  1                  1    256       1         0         5         18500            40960       0           1           .000411      NA          .053580           .063792             .063792            0.54                 563           489
1.51          243                1                  1    256       1         0         5         18000            40960       0           0           0.001804     NA          0.269326          0.364599            0.364597           0.49                 486           79
0.01          3                  1                  1    256       1         0         5         18000            40960       0           1           .000414      NA          .055621           .067532             .067531            0.54                 563           500
1.50          244                1                  1    256       1         0         5         17500            40960       0           0           0.001805     NA          0.269156          0.385762            0.385762           0.50                 486           77
0.01          3                  1                  1    256       1         0         5         17500            40960       0           1           .000414      NA          .053358           .062412             .062412            0.52                 563           505
1.47          243                1                  1    256       1         0         5         17000            40960       0           0           0.001805     NA          0.268058          0.387303            0.387302           0.50                 486           76
0.01          3                  1                  1    256       1         0         5         17000            40960       0           1           .000416      NA          .057868           .063870             .063870            0.53                 563           528
1.50          243                1                  1    256       1         0         5         16500            40960       0           0           0.001805     NA          0.218568          0.387468            0.387467           0.50                 486           66
0.01          3                  1                  1    256       1         0         5         16500            40960       0           1           .000417      NA          .055544           .063192             .063192            0.54                 563           502
1.51          247                1                  1    256       1         0         5         16000            40960       0           0           0.001805     NA          0.275374          0.394143            0.394142           0.51                 486           77
0.01          3                  1                  1    256       1         0         5         16000            40960       0           1           .000416      NA          .053111           .061677             .061676            0.51                 563           505
1.53          244                1                  1    256       1         0         5         15500            40960       0           0           0.001804     NA          0.267678          0.386106            0.386105           0.51                 486           75
0.01          3                  1                  1    256       1         0         5         15500            40960       0           1           .000414      NA          .053632           .064094             .064094            0.53                 563           497
1.52          244                1                  1    256       1         0         5         15000            40960       0           0           0.001806     NA          0.268325          0.384200            0.384199           0.51                 486           76
0.01          3                  1                  1    256       1         0         5         15000            40960       0           1           .000413      NA          .055267           .063667             .063666            0.54                 563           495
1.52          243                1                  1    256       1         0         5         14500            40960       0           0           0.001802     NA          0.253705          0.404459            0.404458           0.52                 486           69
0.01          3                  1                  1    256       1         0         5         14500            40960       0           1           .000413      NA          .056210           .063943             .063943            0.52                 563           518
1.51          243                1                  1    256       1         0         5         14000            40960       0           0           0.001802     NA          0.260255          0.372147            0.372145           0.50                 485           75
0.01          3                  1                  1    256       1         0         5         14000            40960       0           1           .000415      NA          .056605           .065486             .065486            0.54                 563           501
1.50          243                1                  1    256       1         0         5         13500            40960       0           0           0.001801     NA          0.267138          0.384523            0.384522           0.50                 486           77
0.01          3                  1                  1    256       1         0         5         13500            40960       0           1           .000416      NA          .056377           .062558             .062557            0.53                 563           508
1.51          244                1                  1    256       1         0         5         13000            40960       0           0           0.001801     NA          0.269709          0.384548            0.384547           0.50                 486           72
0.01          3                  1                  1    256       1         0         5         13000            40960       0           1           .000419      NA          .058816           .066883             .066882            0.56                 563           501
1.52          243                1                  1    256       1         0         5         12500            40960       0           0           0.001800     NA          0.269954          0.387432            0.387430           0.51                 485           76
0.01          3                  1                  1    256       1         0         5         12500            40960       0           1           .000414      NA          .053256           .061164             .061164            0.50                 563           516
1.50          244                1                  1    256       1         0         5         12000            40960       0           0           0.001801     NA          0.268195          0.389004            0.389003           0.51                 486           76
0.01          3                  1                  1    256       1         0         5         12000            40960       0           1           .000416      NA          .053421           .064429             .064429            0.54                 563           487
1.50          243                1                  1    256       1         0         5         11500            40960       0           0           0.001802     NA          0.268489          0.382245            0.382244           0.50                 486           77
0.01          3                  1                  1    256       1         0         5         11500            40960       0           1           .000417      NA          .052539           .063684             .063684            0.53                 563           486
1.48          243                1                  1    256       1         0         5         11000            40960       0           0           0.001805     NA          0.273701          0.392107            0.392106           0.51                 486           76
0.01          3                  1                  1    256       1         0         5         11000            40960       0           1           .000419      NA          .057335           .069645             .069645            0.58                 563           480
1.53          244                1                  1    256       1         0         5         10500            40960       0           0           0.001804     NA          0.265863          0.391185            0.391183           0.51                 486           70
0.01          3                  1                  1    256       1         0         5         10500            40960       0           1           .000414      NA          .057047           .068319             .068319            0.57                 563           480
1.53          243                1                  1    256       1         0         5         10000            40960       0           0           0.001801     NA          0.260106          0.377231            0.377230           0.51                 486           75
0.01          3                  1                  1    256       1         0         5         10000            40960       0           1           .000420      NA          .052976           .065861             .065861            0.56                 563           464
1.49          244                1                  1    256       1         0         5         9500             40960       0           0           0.001803     NA          0.267808          0.382491            0.382489           0.50                 486           77
0.01          3                  1                  1    256       1         0         5         9500             40960       0           1           .000421      NA          .056350           .067807             .067807            0.56                 563           478
1.50          243                1                  1    256       1         0         5         9000             40960       0           0           0.001803     NA          0.267493          0.375132            0.375131           0.49                 486           78
0.01          3                  1                  1    256       1         0         5         9000             40960       0           1           .000414      NA          .059551           .070904             .070904            0.57                 563           499
1.52          244                1                  1    256       1         0         5         8500             40960       0           0           0.001806     NA          0.260216          0.389696            0.389695           0.51                 486           75
0.01          3                  1                  1    256       1         0         5         8500             40960       0           1           .000414      NA          .057507           .073486             .073486            0.57                 563           481
1.53          243                1                  1    256       1         0         5         8000             40960       0           0           0.001802     NA          0.260406          0.376752            0.376751           0.49                 486           75
0.01          3                  1                  1    256       1         0         5         8000             40960       0           1           .000412      NA          .052672           .072293             .072293            0.59                 563           446
1.51          244                1                  1    256       1         0         6         25000            40960       0           0           0.000921     NA          0.192109          0.164234            0.164233           0.28                 327           110
0.01          3                  1                  1    256       1         0         6         25000            40960       0           1           .000106      NA          .017267           .023499             .023499            0.29                 327           453
1.45          242                1                  1    256       1         0         6         24500            40960       0           0           0.000919     NA          0.189418          0.160382            0.160382           0.28                 327           110
0.01          3                  1                  1    256       1         0         6         24500            40960       0           1           .000104      NA          .018351           .023720             .023720            0.28                 327           465
1.48          243                1                  1    256       1         0         6         24000            40960       0           0           0.000930     NA          0.134711          0.138975            0.138974           0.26                 327           99
0.01          3                  1                  1    256       1         0         6         24000            40960       0           1           .000104      NA          .017455           .024943             .024943            0.30                 327           430
1.45          243                1                  1    256       1         0         6         23500            40960       0           0           0.000924     NA          0.186247          0.159420            0.159419           0.27                 327           110
0.01          3                  1                  1    256       1         0         6         23500            40960       0           1           .000103      NA          .016688           .024588             .024588            0.30                 327           420
1.48          242                1                  1    256       1         0         6         23000            40960       0           0           0.000922     NA          0.195228          0.167715            0.167714           0.28                 327           110
0.01          3                  1                  1    256       1         0         6         23000            40960       0           1           .000104      NA          .020061           .024393             .024393            0.28                 327           500
1.48          244                1                  1    256       1         0         6         22500            40960       0           0           0.000923     NA          0.190158          0.163932            0.163931           0.29                 327           106
0.01          3                  1                  1    256       1         0         6         22500            40960       0           1           .000104      NA          .018348           .024878             .024877            0.30                 327           445
1.46          243                1                  1    256       1         0         6         22000            40960       0           0           0.000922     NA          0.197670          0.164584            0.164583           0.27                 327           106
0.01          3                  1                  1    256       1         0         6         22000            40960       0           1           .000104      NA          .017300           .023095             .023095            0.28                 327           464
1.49          243                1                  1    256       1         0         6         21500            40960       0           0           0.000921     NA          0.138507          0.137902            0.137901           0.26                 327           86
0.01          3                  1                  1    256       1         0         6         21500            40960       0           1           .000104      NA          .018681           .023952             .023952            0.30                 327           444
1.49          242                1                  1    256       1         0         6         21000            40960       0           0           0.000926     NA          0.183542          0.156421            0.156420           0.27                 327           110
0.01          3                  1                  1    256       1         0         6         21000            40960       0           1           .000104      NA          .017473           .024405             .024404            0.29                 327           439
1.48          243                1                  1    256       1         0         6         20500            40960       0           0           0.000926     NA          0.183034          0.162058            0.162057           0.28                 327           107
0.01          3                  1                  1    256       1         0         6         20500            40960       0           1           .000104      NA          .016971           .023255             .023255            0.27                 327           495
1.48          242                1                  1    256       1         0         6         20000            40960       0           0           0.000928     NA          0.190930          0.160118            0.160117           0.28                 327           111
0.01          3                  1                  1    256       1         0         6         20000            40960       0           1           .000104      NA          .017655           .023724             .023724            0.28                 327           469
1.49          242                1                  1    256       1         0         6         19500            40960       0           0           0.000924     NA          0.193674          0.167516            0.167515           0.28                 327           108
0.01          3                  1                  1    256       1         0         6         19500            40960       0           1           .000105      NA          .019795           .025910             .025909            0.30                 327           454
1.49          242                1                  1    256       1         0         6         19000            40960       0           0           0.000924     NA          0.191222          0.167650            0.167649           0.29                 327           96
0.01          3                  1                  1    256       1         0         6         19000            40960       0           1           .000103      NA          .019378           .024792             .024792            0.29                 327           465
1.51          242                1                  1    256       1         0         6         18500            40960       0           0           0.000922     NA          0.188900          0.140159            0.140158           0.26                 327           118
0.01          3                  1                  1    256       1         0         6         18500            40960       0           1           .000104      NA          .017731           .023042             .023042            0.30                 327           435
1.47          243                1                  1    256       1         0         6         18000            40960       0           0           0.000938     NA          0.110023          0.129184            0.129183           0.24                 327           91
0.01          3                  1                  1    256       1         0         6         18000            40960       0           1           .000104      NA          .019860           .027018             .027018            0.30                 327           461
1.50          243                1                  1    256       1         0         6         17500            40960       0           0           0.000923     NA          0.185888          0.183917            0.183917           0.30                 327           101
0.01          3                  1                  1    256       1         0         6         17500            40960       0           1           .000104      NA          .017820           .022945             .022945            0.28                 327           471
1.50          244                1                  1    256       1         0         6         17000            40960       0           0           0.000927     NA          0.201602          0.142235            0.142234           0.27                 327           118
0.01          3                  1                  1    256       1         0         6         17000            40960       0           1           .000104      NA          .018033           .024247             .024247            0.33                 332           411
1.49          243                1                  1    256       1         0         6         16500            40960       0           0           0.000923     NA          0.183497          0.160132            0.160131           0.28                 327           108
0.01          3                  1                  1    256       1         0         6         16500            40960       0           1           .000104      NA          .017541           .025717             .025717            0.29                 327           453
1.50          243                1                  1    256       1         0         6         16000            40960       0           0           0.000925     NA          0.188321          0.162195            0.162193           0.28                 327           110
0.01          3                  1                  1    256       1         0         6         16000            40960       0           1           .000107      NA          .015559           .021770             .021770            0.26                 327           474
