comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.01          3                  1                  1    4        128       1         0         2         409600      0           2           .004782      NA          .124169           .188069             .188069            16.02                3197          4685
1.42          227                1                  1    4        128       1         0         3         4096        0           0           0.001560     NA          0.019860          0.034882            0.034881           0.06                 26            270
0.01          3                  1                  1    4        128       1         0         3         4096        0           1           .000075      NA          .001517           .001912             .001912            0.08                 38            1776
0.01          3                  1                  1    4        128       1         0         3         4096        0           2           .000024      NA          .000814           .001278             .001278            0.15                 38            4065
1.55          227                1                  1    4        128       1         0         3         40960       0           0           0.016138     NA          0.265878          0.410700            0.410699           0.51                 205           288
0.01          3                  1                  1    4        128       1         0         3         40960       0           1           .000701      NA          .017662           .021440             .021440            0.70                 324           1797
0.01          3                  1                  1    4        128       1         0         3         40960       0           2           .000214      NA          .009957           .015835             .015835            1.43                 324           4296
1.43          227                1                  1    4        128       1         0         3         409600      0           0           0.106249     NA          2.058515          3.273430            3.273429           3.84                 2000          268
0.01          3                  1                  1    4        128       1         0         3         409600      0           1           .006210      NA          .163796           .206959             .206959            5.88                 3187          1926
0.01          3                  1                  1    4        128       1         0         3         409600      0           2           .001971      NA          .106969           .168145             .168145            14.33                3187          4470
1.42          227                1                  1    4        128       1         0         4         4096        0           0           0.001672     NA          0.018050          0.030818            0.030817           0.05                 25            287
0.01          3                  1                  1    4        128       1         0         4         4096        0           1           .000076      NA          .001299           .001667             .001667            0.07                 33            1887
0.01          3                  1                  1    4        128       1         0         4         4096        0           2           .000024      NA          .000591           .000981             .000981            0.14                 33            3630
1.70          230                1                  1    4        128       1         0         4         40960       0           0           0.014153     NA          0.246575          0.387437            0.387436           0.49                 204           266
0.01          3                  1                  1    4        128       1         0         4         40960       0           1           .000685      NA          .014915           .019271             .019271            0.62                 283           1758
0.01          3                  1                  1    4        128       1         0         4         40960       0           2           .000206      NA          .008532           .013344             .013344            1.23                 283           4366
1.42          226                1                  1    4        128       1         0         4         409600      0           0           0.092055     NA          1.899919          3.093640            3.093639           3.74                 1993          251
0.01          3                  1                  1    4        128       1         0         4         409600      0           1           .005922      NA          .134334           .176722             .176722            5.22                 2781          1829
0.01          3                  1                  1    4        128       1         0         4         409600      0           2           .001963      NA          .089841           .140236             .140236            12.23                2781          4542
1.42          227                1                  1    4        128       1         0         5         4096        0           0           0.001536     NA          0.020686          0.032508            0.032507           0.05                 30            296
0.01          3                  1                  1    4        128       1         0         5         4096        0           1           .000075      NA          .001518           .001820             .001820            0.07                 34            1865
0.01          3                  1                  1    4        128       1         0         5         4096        0           2           .000024      NA          .000776           .001188             .001188            0.16                 34            3824
1.70          228                1                  1    4        128       1         0         5         40960       0           0           0.016409     NA          0.269975          0.372302            0.372301           0.48                 245           284
0.01          3                  1                  1    4        128       1         0         5         40960       0           1           .000686      NA          .017011           .020813             .020813            0.67                 284           1807
0.01          3                  1                  1    4        128       1         0         5         40960       0           2           .000219      NA          .010194           .015556             .015556            1.39                 284           4523
1.42          228                1                  1    4        128       1         0         5         409600      0           0           0.107042     NA          2.266165          3.056474            3.056473           3.70                 2399          302
0.01          3                  1                  1    4        128       1         0         5         409600      0           1           .006161      NA          .161161           .199719             .199719            5.74                 2787          1942
0.01          3                  1                  1    4        128       1         0         5         409600      0           2           .002017      NA          .106249           .163720             .163720            13.95                2787          4573
1.39          225                1                  1    4        128       1         0         6         4096        0           0           0.001050     NA          0.010433          0.014652            0.014651           0.04                 21            266
0.01          3                  1                  1    4        128       1         0         6         4096        0           1           .000024      NA          .000475           .000678             .000678            0.05                 22            1564
0.01          3                  1                  1    4        128       1         0         6         4096        0           2           .000007      NA          .000187           .000292             .000292            0.08                 23            3645
1.52          227                1                  1    4        128       1         0         6         40960       0           0           0.007305     NA          0.125502          0.143525            0.143524           0.23                 165           369
0.01          3                  1                  1    4        128       1         0         6         40960       0           1           .000202      NA          .006663           .007798             .007798            0.33                 166           1821
0.01          3                  1                  1    4        128       1         0         6         40960       0           2           .000062      NA          .003777           .006323             .006323            0.71                 166           4052
1.40          226                1                  1    4        128       1         0         6         409600      0           0           0.048509     NA          1.143054          1.219463            1.219462           1.81                 1606          364
0.01          3                  1                  1    4        128       1         0         6         409600      0           1           .002002      NA          .064865           .080610             .080610            2.85                 1606          1880
0.01          3                  1                  1    4        128       1         0         6         409600      0           2           .000590      NA          .039170           .067953             .067952            7.13                 1606          4289
1.45          229                1                  1    4        256       1         0         1         4096        0           0           0.001381     NA          0.072993          0.049704            0.049704           0.08                 69            475
0.01          3                  1                  1    4        256       1         0         1         4096        0           1           .000061      NA          .004093           .004004             .004004            0.14                 69            2246
0.01          3                  1                  1    4        256       1         0         1         4096        0           2           .000030      NA          .001885           .002872             .002872            0.31                 69            4210
1.44          228                1                  1    4        256       1         0         1         40960       0           0           0.010147     NA          0.787640          0.459103            0.459102           0.61                 641           579
0.01          3                  1                  1    4        256       1         0         1         40960       0           1           .000606      NA          .040248           .038763             .038763            1.18                 641           2305
0.01          3                  1                  1    4        256       1         0         1         40960       0           2           .000256      NA          .020903           .031693             .031693            2.82                 641           4503
1.46          228                1                  1    4        256       1         0         1         409600      0           0           0.102243     NA          5.550237          3.800076            3.800075           4.76                 6356          549
0.01          3                  1                  1    4        256       1         0         1         409600      0           1           .004891      NA          .392935           .410182             .410182            11.48                6356          2257
0.01          3                  1                  1    4        256       1         0         1         409600      0           2           .002685      NA          .209488           .330590             .330590            28.10                6356          4511
1.43          228                1                  1    4        256       1         0         2         4096        0           0           0.001850     NA          0.053960          0.053738            0.053738           0.08                 70            382
0.01          3                  1                  1    4        256       1         0         2         4096        0           1           .000177      NA          .003205           .003436             .003435            0.13                 70            2053
0.02          3                  1                  1    4        256       1         0         2         4096        0           2           .000069      NA          .001614           .002479             .002478            0.28                 70            4290
1.56          227                1                  1    4        256       1         0         2         40960       0           0           0.024323     NA          0.626452          0.538255            0.538254           0.71                 643           426
0.01          3                  1                  1    4        256       1         0         2         40960       0           1           .001586      NA          .032425           .033483             .033483            1.07                 643           2178
0.01          3                  1                  1    4        256       1         0         2         40960       0           2           .000718      NA          .018333           .028118             .028118            2.55                 643           4599
1.44          229                1                  1    4        256       1         0         2         409600      0           0           0.159505     NA          4.996919          4.779727            4.779726           5.96                 6381          401
0.01          3                  1                  1    4        256       1         0         2         409600      0           1           .013950      NA          .290053           .332176             .332176            9.98                 6381          2052
0.01          3                  1                  1    4        256       1         0         2         409600      0           2           .007866      NA          .191737           .293162             .293162            25.93                6381          4669
1.44          227                1                  1    4        256       1         0         3         4096        0           0           0.001548     NA          0.035403          0.056137            0.056136           0.08                 45            256
0.01          3                  1                  1    4        256       1         0         3         4096        0           1           .000072      NA          .002458           .003104             .003104            0.13                 69            1652
0.02          3                  1                  1    4        256       1         0         3         4096        0           2           .000024      NA          .001303           .002102             .002102            0.24                 69            4122
1.70          227                1                  1    4        256       1         0         3         40960       0           0           0.010798     NA          0.295016          0.559192            0.559191           0.71                 404           246
0.01          3                  1                  1    4        256       1         0         3         40960       0           1           .000682      NA          .025737           .030054             .030054            1.00                 642           1858
0.01          3                  1                  1    4        256       1         0         3         40960       0           2           .000204      NA          .014159           .022964             .022964            2.12                 642           4306
1.42          227                1                  1    4        256       1         0         3         409600      0           0           0.104341     NA          2.867331          5.168490            5.168488           6.17                 3993          241
0.01          3                  1                  1    4        256       1         0         3         409600      0           1           .005658      NA          .227666           .283472             .283472            8.46                 6368          1929
0.01          3                  1                  1    4        256       1         0         3         409600      0           2           .002087      NA          .148314           .240576             .240576            21.44                6368          4396
1.44          227                1                  1    4        256       1         0         4         4096        0           0           0.001407     NA          0.026901          0.048129            0.048128           0.07                 45            275
0.01          3                  1                  1    4        256       1         0         4         4096        0           1           .000071      NA          .001959           .002673             .002673            0.11                 61            1623
0.01          3                  1                  1    4        256       1         0         4         4096        0           2           .000024      NA          .001024           .001678             .001678            0.20                 61            4046
1.57          226                1                  1    4        256       1         0         4         40960       0           0           0.015642     NA          0.343792          0.523467            0.523466           0.68                 403           277
0.01          3                  1                  1    4        256       1         0         4         40960       0           1           .000688      NA          .020890           .026488             .026488            0.85                 561           1866
0.01          3                  1                  1    4        256       1         0         4         40960       0           2           .000204      NA          .012123           .018985             .018984            1.84                 561           4420
1.43          228                1                  1    4        256       1         0         4         409600      0           0           0.100863     NA          2.982338          4.584694            4.584692           5.58                 3981          260
0.01          3                  1                  1    4        256       1         0         4         409600      0           1           .005614      NA          .180505           .249506             .249506            7.74                 5556          1759
0.01          3                  1                  1    4        256       1         0         4         409600      0           2           .002090      NA          .126705           .196283             .196283            18.10                5556          4592
1.43          227                1                  1    4        256       1         0         5         4096        0           0           0.001638     NA          0.032423          0.053780            0.053779           0.08                 53            277
0.01          3                  1                  1    4        256       1         0         5         4096        0           1           .000073      NA          .002426           .002938             .002938            0.12                 61            1739
0.01          3                  1                  1    4        256       1         0         5         4096        0           2           .000024      NA          .001246           .001957             .001957            0.23                 61            4144
1.71          226                1                  1    4        256       1         0         5         40960       0           0           0.014589     NA          0.385181          0.551867            0.551866           0.72                 484           272
0.02          3                  1                  1    4        256       1         0         5         40960       0           1           .000699      NA          .024468           .029191             .029191            0.94                 562           1928
0.01          3                  1                  1    4        256       1         0         5         40960       0           2           .000206      NA          .014448           .022487             .022487            2.08                 562           4496
1.43          227                1                  1    4        256       1         0         5         409600      0           0           0.109295     NA          3.117211          4.910524            4.910523           5.96                 4793          274
0.01          3                  1                  1    4        256       1         0         5         409600      0           1           .005643      NA          .225455           .272781             .272781            8.13                 5568          1992
