nodes;program;c.domain;adv.model;protocol;partysize;compiletime(s);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime_internal(s);runtime_external(s);maxPhyRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;46.24;NA;NA;NA;1920;1920;NA;NA;NA;56700;39;30;0.022478;0.38;44;92;NA;0.058908;NA;4.8e-05;3;0.0191323;4.8e-05;3;0.0224299;NA;NA;NA;NA;NA;NA;0.05886;8;0.00377991;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;58.34;NA;NA;NA;2176;2176;NA;NA;NA;72828;43;34;0.0322612;0.49;76;90;NA;0.075324;NA;4.8e-05;3;0.028414;4.8e-05;3;0.0321203;NA;NA;NA;NA;NA;NA;0.075276;8;0.00862326;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;73.91;NA;NA;NA;2432;2432;NA;NA;NA;90972;47;38;0.0303213;0.58;76;95;NA;0.093756;NA;4.8e-05;3;0.0267034;4.8e-05;3;0.0299241;NA;NA;NA;NA;NA;NA;0.093708;8;0.00454767;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;90.98;NA;NA;NA;2688;2688;NA;NA;NA;111132;51;42;0.0405456;0.68;75;94;NA;0.114204;NA;4.8e-05;3;0.0370775;4.8e-05;3;0.039887;NA;NA;NA;NA;NA;NA;0.114156;8;0.0105456;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;108.96;NA;NA;NA;2944;2944;NA;NA;NA;133308;55;46;0.0467102;0.79;87;96;NA;0.136668;NA;4.8e-05;3;0.0421332;4.8e-05;3;0.0454928;NA;NA;NA;NA;NA;NA;0.13662;8;0.00521152;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;127.84;NA;NA;NA;3200;3200;NA;NA;NA;157500;59;50;0.0493648;0.95;147;96;NA;0.161148;NA;4.8e-05;3;0.0435783;4.8e-05;3;0.0487096;NA;NA;NA;NA;NA;NA;0.1611;8;0.00488835;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;150.61;NA;NA;NA;3456;3456;NA;NA;NA;183708;63;54;0.0561735;1.08;148;97;NA;0.187644;NA;4.8e-05;3;0.0513987;4.8e-05;3;0.0560892;NA;NA;NA;NA;NA;NA;0.187596;8;0.00544641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;173.13;NA;NA;NA;3712;3712;NA;NA;NA;211932;67;58;0.066639;1.22;144;97;NA;0.216156;NA;4.8e-05;3;0.0612705;4.8e-05;3;0.0664273;NA;NA;NA;NA;NA;NA;0.216108;8;0.00869221;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;197.42;NA;NA;NA;3968;3968;NA;NA;NA;242172;71;62;0.0784755;1.39;147;97;NA;0.246684;NA;4.8e-05;3;0.0711641;4.8e-05;3;0.0799499;NA;NA;NA;NA;NA;NA;0.246636;8;0.00718491;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;222.33;NA;NA;NA;4224;4224;NA;NA;NA;274428;75;66;0.081086;1.54;164;97;NA;0.279228;NA;4.8e-05;3;0.0744402;4.8e-05;3;0.0807183;NA;NA;NA;NA;NA;NA;0.27918;8;0.00985986;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;250.31;NA;NA;NA;4480;4480;NA;NA;NA;308700;79;70;0.100864;1.81;286;97;NA;0.313788;NA;4.8e-05;3;0.093737;4.8e-05;3;0.100906;NA;NA;NA;NA;NA;NA;0.31374;8;0.0181143;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;277.83;NA;NA;NA;4736;4736;NA;NA;NA;344988;83;74;0.102641;1.98;284;97;NA;0.350364;NA;4.8e-05;3;0.0955177;4.8e-05;3;0.101816;NA;NA;NA;NA;NA;NA;0.350316;8;0.0106783;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;310.81;NA;NA;NA;4992;4992;NA;NA;NA;383292;87;78;0.108684;2.17;286;98;NA;0.388956;NA;4.8e-05;3;0.0999009;4.8e-05;3;0.106957;NA;NA;NA;NA;NA;NA;0.388908;8;0.0084687;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;339.38;NA;NA;NA;5248;5248;NA;NA;NA;423612;91;82;0.116939;2.37;282;98;NA;0.429564;NA;4.8e-05;3;0.107702;4.8e-05;3;0.115617;NA;NA;NA;NA;NA;NA;0.429516;8;0.0137201;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;381.64;NA;NA;NA;5504;5504;NA;NA;NA;465948;95;86;0.127096;2.58;284;98;NA;0.472188;NA;4.8e-05;3;0.116447;4.8e-05;3;0.126529;NA;NA;NA;NA;NA;NA;0.47214;8;0.00964453;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;412.91;NA;NA;NA;5760;5760;NA;NA;NA;510300;99;90;0.136399;2.82;293;98;NA;0.516828;NA;4.8e-05;3;0.125765;4.8e-05;3;0.13571;NA;NA;NA;NA;NA;NA;0.51678;8;0.0114554;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;449.40;NA;NA;NA;6016;6016;NA;NA;NA;556668;103;94;0.178144;3.15;324;96;NA;0.563484;NA;4.8e-05;3;0.163016;4.8e-05;3;0.178009;NA;NA;NA;NA;NA;NA;0.563436;8;0.0171873;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;485.25;NA;NA;NA;6272;6272;NA;NA;NA;605052;107;98;0.154627;3.43;565;98;NA;0.612156;NA;4.8e-05;3;0.143786;4.8e-05;3;0.154212;NA;NA;NA;NA;NA;NA;0.612108;8;0.0198101;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;515.56;NA;NA;NA;6400;6400;NA;NA;NA;630000;109;100;0.167582;3.55;566;98;NA;0.637248;NA;4.8e-05;3;0.154675;4.8e-05;3;0.167382;NA;NA;NA;NA;NA;NA;0.6372;8;0.0126247;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
