nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;freqs(GHz);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;8320;8320;8320;NA;NA;4360070;316941;1.4;130;2.03805;NA;NA;139.531;NA;139.531;262;0.0600907;0.00104;130;3.08203;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;8960;8960;8960;NA;NA;5051060;366521;1.4;140;2.35343;NA;NA;161.643;NA;161.643;282;0.06754;0.00112;140;3.56204;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;9600;9600;9600;NA;NA;5792850;419701;1.4;150;2.67554;NA;NA;185.381;NA;185.381;302;0.0781675;0.0012;150;4.05287;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;10240;10240;10240;NA;NA;6585440;476481;1.4;160;3.05604;NA;NA;210.744;NA;210.744;322;0.090536;0.00128;160;4.62456;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;10880;10880;10880;NA;NA;7428830;536861;1.4;170;3.4537;NA;NA;237.733;NA;237.733;342;0.10142;0.00136;170;5.24464;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;11520;11520;11520;NA;NA;8323020;600841;1.4;180;3.86937;NA;NA;266.348;NA;266.348;362;0.114718;0.00144;180;5.8912;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;12160;12160;12160;NA;NA;9268010;668421;1.4;190;4.32569;NA;NA;296.588;NA;296.588;382;0.126773;0.00152;190;6.58427;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;12800;12800;12800;NA;NA;10263800;739601;1.4;200;4.77029;NA;NA;328.454;NA;328.454;402;0.145346;0.0016;200;7.26889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;10;0.0404427;NA;NA;0.97952;NA;0.97952;22;0.000911569;8e-05;10;0.0307491;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;20;0.0852609;NA;NA;3.58464;NA;3.58464;42;0.00228325;0.00016;20;0.0979342;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;30;0.15524;NA;NA;7.81536;NA;7.81536;62;0.00411982;0.00024;30;0.204279;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;40;0.247627;NA;NA;13.6717;NA;13.6717;82;0.0073751;0.00032;40;0.344213;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;50;0.36685;NA;NA;21.1536;NA;21.1536;102;0.0105039;0.0004;50;0.525005;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;60;0.508961;NA;NA;30.2611;NA;30.2611;122;0.0148304;0.00048;60;0.740802;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;70;0.67634;NA;NA;40.9942;NA;40.9942;142;0.0199776;0.00056;70;0.994495;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;80;0.864583;NA;NA;53.353;NA;53.353;162;0.026109;0.00064;80;1.28119;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;90;1.08131;NA;NA;67.3373;NA;67.3373;182;0.0319859;0.00072;90;1.61014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;100;1.3163;NA;NA;82.9472;NA;82.9472;202;0.0399744;0.0008;100;1.97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;110;1.57979;NA;NA;100.183;NA;100.183;222;0.0471765;0.00088;110;2.37097;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;120;1.87875;NA;NA;119.044;NA;119.044;242;0.056356;0.00096;120;2.82913;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;130;2.18998;NA;NA;139.531;NA;139.531;262;0.0632666;0.00104;130;3.31042;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;140;2.52929;NA;NA;161.643;NA;161.643;282;0.0768425;0.00112;140;3.81633;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;150;2.92192;NA;NA;185.381;NA;185.381;302;0.0887537;0.0012;150;4.41968;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;160;3.25532;NA;NA;210.744;NA;210.744;322;0.0970271;0.00128;160;4.93281;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;170;3.73543;NA;NA;237.733;NA;237.733;342;0.112319;0.00136;170;5.66903;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;180;4.18541;NA;NA;266.348;NA;266.348;362;0.125774;0.00144;180;6.37458;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;190;4.64808;NA;NA;296.588;NA;296.588;382;0.139038;0.00152;190;7.0749;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;200;5.13612;NA;NA;328.454;NA;328.454;402;0.152252;0.0016;200;7.83538;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;10;0.0434787;NA;NA;0.97952;NA;0.97952;22;0.000880352;8e-05;10;0.0331982;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;20;0.0921363;NA;NA;3.58464;NA;3.58464;42;0.00234806;0.00016;20;0.106649;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;30;0.167149;NA;NA;7.81536;NA;7.81536;62;0.0045078;0.00024;30;0.218725;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;40;0.267916;NA;NA;13.6717;NA;13.6717;82;0.00784112;0.00032;40;0.371641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;50;0.393309;NA;NA;21.1536;NA;21.1536;102;0.0113653;0.0004;50;0.562263;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;60;0.547514;NA;NA;30.2611;NA;30.2611;122;0.0149353;0.00048;60;0.800038;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;70;0.727284;NA;NA;40.9942;NA;40.9942;142;0.0207616;0.00056;70;1.06943;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;80;0.943643;NA;NA;53.353;NA;53.353;162;0.0278566;0.00064;80;1.39941;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;90;1.16153;NA;NA;67.3373;NA;67.3373;182;0.0344464;0.00072;90;1.73211;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;100;1.43351;NA;NA;82.9472;NA;82.9472;202;0.0429389;0.0008;100;2.13628;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;110;1.71369;NA;NA;100.183;NA;100.183;222;0.0510898;0.00088;110;2.57098;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;120;2.03653;NA;NA;119.044;NA;119.044;242;0.061636;0.00096;120;3.07809;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;130;2.36724;NA;NA;139.531;NA;139.531;262;0.0712797;0.00104;130;3.57564;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;140;2.7574;NA;NA;161.643;NA;161.643;282;0.0809049;0.00112;140;4.17024;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;150;3.17571;NA;NA;185.381;NA;185.381;302;0.0920012;0.0012;150;4.81006;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;160;3.55255;NA;NA;210.744;NA;210.744;322;0.106435;0.00128;160;5.38585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;170;4.06899;NA;NA;237.733;NA;237.733;342;0.119375;0.00136;170;6.19045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;180;4.62477;NA;NA;266.348;NA;266.348;362;0.133522;0.00144;180;7.03512;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;190;5.04947;NA;NA;296.588;NA;296.588;382;0.148864;0.00152;190;7.69982;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;200;5.60953;NA;NA;328.454;NA;328.454;402;0.166447;0.0016;200;8.57958;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;10;0.0458689;NA;NA;0.97952;NA;0.97952;22;0.000990773;8e-05;10;0.0348269;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;20;0.09877;NA;NA;3.58464;NA;3.58464;42;0.00259053;0.00016;20;0.113567;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;30;0.178735;NA;NA;7.81536;NA;7.81536;62;0.004796;0.00024;30;0.233633;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;40;0.289873;NA;NA;13.6717;NA;13.6717;82;0.0085352;0.00032;40;0.401597;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;50;0.427657;NA;NA;21.1536;NA;21.1536;102;0.0126287;0.0004;50;0.60945;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;60;0.594391;NA;NA;30.2611;NA;30.2611;122;0.0176908;0.00048;60;0.865046;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;70;0.78624;NA;NA;40.9942;NA;40.9942;142;0.0229421;0.00056;70;1.15586;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;80;1.01471;NA;NA;53.353;NA;53.353;162;0.0301287;0.00064;80;1.50984;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;90;1.26195;NA;NA;67.3373;NA;67.3373;182;0.0375595;0.00072;90;1.87979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;100;1.54952;NA;NA;82.9472;NA;82.9472;202;0.0463393;0.0008;100;2.31235;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;110;1.87604;NA;NA;100.183;NA;100.183;222;0.0560491;0.00088;110;2.81722;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;120;2.20605;NA;NA;119.044;NA;119.044;242;0.0676475;0.00096;120;3.31988;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;130;2.60628;NA;NA;139.531;NA;139.531;262;0.0767495;0.00104;130;3.94513;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;140;3.02648;NA;NA;161.643;NA;161.643;282;0.0885889;0.00112;140;4.58748;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;150;3.44313;NA;NA;185.381;NA;185.381;302;0.101339;0.0012;150;5.22736;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;160;3.94026;NA;NA;210.744;NA;210.744;322;0.117254;0.00128;160;6.00747;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;170;4.5113;NA;NA;237.733;NA;237.733;342;0.131481;0.00136;170;6.87829;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;180;5.05292;NA;NA;266.348;NA;266.348;362;0.1468;0.00144;180;7.75372;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;190;5.63736;NA;NA;296.588;NA;296.588;382;0.162994;0.00152;190;8.64196;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;200;6.21112;NA;NA;328.454;NA;328.454;402;0.183541;0.0016;200;9.538;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;NA;NA;NA;640;640;640;NA;NA;30590;2781;1.4;10;0.00949879;NA;NA;0;NA;NA;NA;NA;0.97952;2;0.0167;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;NA;NA;NA;1280;1280;1280;NA;NA;111980;9161;1.4;20;0.0487101;NA;NA;0;NA;NA;NA;NA;3.58464;2;0.0337233;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
