comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.01;3;1;1;4;128;1;0;4;4096;0;1;.000019;NA;.000987;.001333;.001333;0.07;34;1471
0.01;3;1;1;4;128;1;0;4;4096;0;2;.000005;NA;.000418;.000751;.000751;0.11;34;4176
1.46;240;1;1;4;128;1;0;4;40960;0;0;0.001826;NA;0.190530;0.264447;0.264446;0.35;204;316
0.01;3;1;1;4;128;1;0;4;40960;0;1;.000096;NA;.009297;.012749;.012749;0.42;283;1718
0.01;3;1;1;4;128;1;0;4;40960;0;2;.000059;NA;.005143;.010705;.010705;1.07;283;3281
1.46;243;1;1;4;128;1;0;4;409600;0;0;0.018891;NA;1.899181;2.504268;2.504267;3.03;1993;312
0.02;3;1;1;4;128;1;0;4;409600;0;1;.001081;NA;.091257;.132163;.132163;4.03;2781;1629
0.02;3;1;1;4;128;1;0;4;409600;0;2;.000617;NA;.056720;.112841;.112841;10.87;2781;3350
1.47;243;1;1;4;128;1;0;5;4096;0;0;0.000536;NA;0.042023;0.050611;0.050610;0.07;29;321
0.02;3;1;1;4;128;1;0;5;4096;0;1;.000025;NA;.000956;.001324;.001324;0.06;34;1732
0.01;3;1;1;4;128;1;0;5;4096;0;2;.000007;NA;.000519;.000869;.000869;0.12;34;4062
1.48;240;1;1;4;128;1;0;5;40960;0;0;0.001806;NA;0.215747;0.273329;0.273328;0.37;245;319
0.02;3;1;1;4;128;1;0;5;40960;0;1;.000107;NA;.011659;.014029;.014029;0.45;284;1922
0.01;3;1;1;4;128;1;0;5;40960;0;2;.000071;NA;.008486;.013394;.013394;1.25;287;4181
1.46;240;1;1;4;128;1;0;5;409600;0;0;0.017990;NA;1.765562;2.628074;2.628073;3.16;2399;298
0.01;3;1;1;4;128;1;0;5;409600;0;1;.001099;NA;.117750;.149788;.149788;4.32;2787;1893
0.01;3;1;1;4;128;1;0;5;409600;0;2;.000666;NA;.083423;.130721;.130721;11.44;2787;4396
1.44;239;1;1;4;128;1;0;6;4096;0;0;0.000273;NA;0.021632;0.016547;0.016546;0.05;21;317
0.02;3;1;1;4;128;1;0;6;4096;0;1;.000007;NA;.000296;.000396;.000396;0.04;22;1723
0.01;3;1;1;4;128;1;0;6;4096;0;2;.000001;NA;.000144;.000254;.000254;0.07;22;4054
1.46;240;1;1;4;128;1;0;6;40960;0;0;0.000936;NA;0.118763;0.107813;0.107812;0.20;166;423
0.01;3;1;1;4;128;1;0;6;40960;0;1;.000027;NA;.003480;.003968;.003968;0.19;166;1962
0.02;3;1;1;4;128;1;0;6;40960;0;2;.000016;NA;.003340;.004251;.004251;0.52;166;5407
1.44;239;1;1;4;128;1;0;6;409600;0;0;0.008996;NA;1.014033;1.016475;1.016474;1.55;1606;397
0.02;3;1;1;4;128;1;0;6;409600;0;1;.000263;NA;.050159;.056269;.056269;2.10;1606;2146
0.02;3;1;1;4;128;1;0;6;409600;0;2;.000164;NA;.039597;.053484;.053483;5.66;1606;5386
1.54;244;1;1;4;256;1;0;1;4096;0;0;0.002031;NA;0.095399;0.068338;0.068337;0.10;69;443
0.02;3;1;1;4;256;1;0;1;4096;0;1;.000049;NA;.002966;.003379;.003379;0.13;69;1901
0.02;3;1;1;4;256;1;0;1;4096;0;2;.000018;NA;.001688;.002909;.002909;0.30;69;3813
1.54;246;1;1;4;256;1;0;1;40960;0;0;0.007414;NA;0.651903;0.388411;0.388411;0.51;641;594
0.02;3;1;1;4;256;1;0;1;40960;0;1;.000323;NA;.033128;.038264;.038264;1.12;644;2008
0.02;3;1;1;4;256;1;0;1;40960;0;2;.000200;NA;.017593;.030450;.030450;2.74;641;3906
1.53;244;1;1;4;256;1;0;1;409600;0;0;0.073991;NA;4.529572;3.141815;3.141814;4.17;6356;528
0.02;3;1;1;4;256;1;0;1;409600;0;1;.003327;NA;.315449;.371850;.371850;10.61;6356;1931
0.01;3;1;1;4;256;1;0;1;409600;0;2;.001942;NA;.179110;.324691;.324690;27.86;6356;3838
1.52;244;1;1;4;256;1;0;2;4096;0;0;0.001936;NA;0.080202;0.059515;0.059515;0.09;69;434
0.02;3;1;1;4;256;1;0;2;4096;0;1;.000076;NA;.002170;.002760;.002760;0.11;70;1727
0.02;3;1;1;4;256;1;0;2;4096;0;2;.000045;NA;.001317;.002583;.002583;1.15;70;843
1.49;244;1;1;4;256;1;0;2;40960;0;0;0.007247;NA;0.525328;0.467262;0.467261;0.60;643;432
0.02;3;1;1;4;256;1;0;2;40960;0;1;.000554;NA;.023781;.028919;.028919;0.89;643;1870
0.02;3;1;1;4;256;1;0;2;40960;0;2;.000617;NA;.015301;.028433;.028433;2.67;646;3646
1.53;246;1;1;4;256;1;0;2;409600;0;0;0.072038;NA;4.362998;4.158160;4.158159;5.09;6381;411
0.02;3;1;1;4;256;1;0;2;409600;0;1;.006765;NA;.233605;.293029;.293029;8.80;6381;1817
0.01;3;1;1;4;256;1;0;2;409600;0;2;.005864;NA;.142202;.293207;.293207;26.67;6381;3384
1.50;249;1;1;4;256;1;0;3;4096;0;0;0.000485;NA;0.041827;0.072151;0.072150;0.11;45;272
0.01;3;1;1;4;256;1;0;3;4096;0;1;.000018;NA;.001830;.002422;.002422;0.11;69;1639
0.02;3;1;1;4;256;1;0;3;4096;0;2;.000006;NA;.001065;.001833;.001833;0.22;69;3661
1.49;245;1;1;4;256;1;0;3;40960;0;0;0.001824;NA;0.270277;0.480688;0.480687;0.60;404;239
0.02;3;1;1;4;256;1;0;3;40960;0;1;.000108;NA;.018815;.024208;.024208;0.75;642;1797
0.02;3;1;1;4;256;1;0;3;40960;0;2;.000072;NA;.012467;.021030;.021030;2.01;642;3944
1.50;244;1;1;4;256;1;0;3;409600;0;0;0.022850;NA;2.633589;4.523749;4.523748;5.38;3993;244
0.02;3;1;1;4;256;1;0;3;409600;0;1;.001199;NA;.180443;.235456;.235456;7.04;6368;1795
0.01;3;1;1;4;256;1;0;3;409600;0;2;.000739;NA;.106591;.204967;.204967;19.98;6368;3442
1.49;243;1;1;4;256;1;0;4;4096;0;0;0.000569;NA;0.056281;0.062897;0.062897;0.10;45;283
0.01;3;1;1;4;256;1;0;4;4096;0;1;.000018;NA;.001451;.002134;.002134;0.09;61;1614
0.02;3;1;1;4;256;1;0;4;4096;0;2;.000005;NA;.000726;.001410;.001410;0.18;61;3735
1.52;243;1;1;4;256;1;0;4;40960;0;0;0.001828;NA;0.217683;0.441061;0.441059;0.57;403;257
0.02;3;1;1;4;256;1;0;4;40960;0;1;.000098;NA;.015112;.022311;.022311;0.72;561;1600
0.02;3;1;1;4;256;1;0;4;40960;0;2;.000060;NA;.008739;.017830;.017830;1.88;561;3205
1.53;244;1;1;4;256;1;0;4;409600;0;0;0.016182;NA;2.503471;4.067558;4.067557;4.90;3981;267
0.01;3;1;1;4;256;1;0;4;409600;0;1;.001068;NA;.144052;.218037;.218037;6.79;5556;1564
0.02;3;1;1;4;256;1;0;4;409600;0;2;.000607;NA;.081921;.179480;.179480;17.70;5556;3151
1.49;245;1;1;4;256;1;0;5;4096;0;0;0.000494;NA;0.039356;0.068995;0.068994;0.10;53;288
0.01;3;1;1;4;256;1;0;5;4096;0;1;.000019;NA;.001587;.002303;.002303;0.10;61;1578
0.02;3;1;1;4;256;1;0;5;4096;0;2;.000006;NA;.001049;.001841;.001841;0.21;61;3958
1.49;244;1;1;4;256;1;0;5;40960;0;0;0.001877;NA;0.263428;0.467749;0.467748;0.59;485;265
0.01;3;1;1;4;256;1;0;5;40960;0;1;.000107;NA;.018645;.023350;.023350;0.75;562;1800
0.01;3;1;1;4;256;1;0;5;40960;0;2;.000069;NA;.012189;.020397;.020397;2.05;562;3803
1.50;244;1;1;4;256;1;0;5;409600;0;0;0.022845;NA;2.726621;4.129056;4.129055;4.98;4793;275
0.02;3;1;1;4;256;1;0;5;409600;0;1;.001178;NA;.179896;.231206;.231206;6.94;5568;1810
0.02;3;1;1;4;256;1;0;5;409600;0;2;.000660;NA;.118409;.203162;.203162;19.24;5568;3883
1.50;247;1;1;4;256;1;0;6;4096;0;0;0.000255;NA;0.030468;0.023888;0.023887;0.05;38;433
0.02;3;1;1;4;256;1;0;6;4096;0;1;.000005;NA;.000550;.000680;.000680;0.06;38;1361
0.02;3;1;1;4;256;1;0;6;4096;0;2;.000002;NA;.000296;.000435;.000435;0.10;40;4754
1.49;244;1;1;4;256;1;0;6;40960;0;0;0.000921;NA;0.197362;0.178327;0.178326;0.31;326;376
0.02;3;1;1;4;256;1;0;6;40960;0;1;.000035;NA;.005486;.006914;.006914;0.33;326;1849
0.01;3;1;1;4;256;1;0;6;40960;0;2;.000024;NA;.004305;.006250;.006250;0.82;326;4914
1.48;243;1;1;4;256;1;0;6;409600;0;0;0.008993;NA;1.621381;1.675850;1.675849;2.56;3206;373
0.02;3;1;1;4;256;1;0;6;409600;0;1;.000271;NA;.061671;.076755;.076755;3.11;3206;1967
0.01;3;1;1;4;256;1;0;6;409600;0;2;.000158;NA;.045190;.068398;.068398;8.22;3206;4908
1.49;244;1;1;8;128;1;0;1;4096;0;0;0.002014;NA;0.062564;0.049388;0.049387;0.07;37;767
0.01;3;1;1;8;128;1;0;1;4096;0;1;.000032;NA;.000923;.001573;.001573;0.13;38;2607
0.02;3;1;1;8;128;1;0;1;4096;0;2;.000009;NA;.000409;.001336;.001336;0.32;39;4475
1.50;241;1;1;8;128;1;0;1;40960;0;0;0.007548;NA;0.343305;0.271742;0.271741;0.37;323;911
0.01;3;1;1;8;128;1;0;1;40960;0;1;.000250;NA;.012323;.018510;.018510;1.11;323;3030
0.02;3;1;1;8;128;1;0;1;40960;0;2;.000098;NA;.006125;.019509;.019509;3.38;325;4311
1.50;242;1;1;8;128;1;0;1;409600;0;0;0.075175;NA;3.474728;2.823887;2.823886;3.42;3181;921
0.02;3;1;1;8;128;1;0;1;409600;0;1;.002005;NA;.129927;.198058;.198058;11.53;3181;2951
0.01;3;1;1;8;128;1;0;1;409600;0;2;.001044;NA;.061245;.200504;.200504;33.94;3181;4212
1.47;241;1;1;8;128;1;0;2;4096;0;0;0.001882;NA;0.051754;0.047620;0.047620;0.07;38;671
0.02;3;1;1;8;128;1;0;2;4096;0;1;.000044;NA;.000689;.001290;.001290;0.12;38;2617
0.02;3;1;1;8;128;1;0;2;4096;0;2;.000015;NA;.000373;.001285;.001285;0.31;38;4215
1.49;241;1;1;8;128;1;0;2;40960;0;0;0.007135;NA;0.294092;0.353219;0.353218;0.46;324;679
0.01;3;1;1;8;128;1;0;2;40960;0;1;.000301;NA;.008523;.015663;.015663;1.04;324;2401
0.01;3;1;1;8;128;1;0;2;40960;0;2;.000156;NA;.005930;.016652;.016652;3.00;329;4756
1.47;242;1;1;8;128;1;0;2;409600;0;0;0.072537;NA;2.874529;3.657722;3.657721;4.26;3193;669
0.02;3;1;1;8;128;1;0;2;409600;0;1;.003073;NA;.097389;.165427;.165427;10.01;3193;2683
0.02;3;1;1;8;128;1;0;2;409600;0;2;.001770;NA;.059787;.172866;.172866;30.47;3193;4670
1.48;241;1;1;8;128;1;0;3;4096;0;0;0.000669;NA;0.046017;0.050285;0.050284;0.08;25;580
0.01;3;1;1;8;128;1;0;3;4096;0;1;.000011;NA;.000567;.001005;.001005;0.10;38;2465
0.02;3;1;1;8;128;1;0;3;4096;0;2;.000003;NA;.000248;.000797;.000797;1.12;38;768
1.45;241;1;1;8;128;1;0;3;40960;0;0;0.002380;NA;0.209375;0.427351;0.427350;0.52;205;417
0.02;3;1;1;8;128;1;0;3;40960;0;1;.000091;NA;.007821;.014736;.014736;0.98;324;2283
0.02;3;1;1;8;128;1;0;3;40960;0;2;.000038;NA;.004934;.013773;.013773;2.57;324;4662
1.48;240;1;1;8;128;1;0;3;409600;0;0;0.018170;NA;1.694482;4.051224;4.051223;4.58;2000;411
0.02;3;1;1;8;128;1;0;3;409600;0;1;.000638;NA;.081603;.139444;.139444;9.21;3187;2432
0.02;3;1;1;8;128;1;0;3;409600;0;2;.000354;NA;.053757;.141431;.141431;25.74;3187;4891
1.49;240;1;1;8;128;1;0;4;4096;0;0;0.000441;NA;0.040567;0.051790;0.051789;0.08;26;544
0.01;3;1;1;8;128;1;0;4;4096;0;1;.000012;NA;.000486;.000957;.000957;0.08;34;2693
0.02;3;1;1;8;128;1;0;4;4096;0;2;.000003;NA;.000262;.000679;.000679;0.21;34;4965
1.48;240;1;1;8;128;1;0;4;40960;0;0;0.001644;NA;0.188464;0.382319;0.382319;0.47;204;440
0.02;3;1;1;8;128;1;0;4;40960;0;1;.000086;NA;.005781;.010439;.010439;0.69;283;2624
0.01;3;1;1;8;128;1;0;4;40960;0;2;.000037;NA;.003254;.010865;.010865;2.13;283;3962
1.48;241;1;1;8;128;1;0;4;409600;0;0;0.020240;NA;1.948498;3.628197;3.628196;4.17;1993;453
0.02;3;1;1;8;128;1;0;4;409600;0;1;.000638;NA;.063741;.111950;.111949;6.81;2781;2695
0.02;3;1;1;8;128;1;0;4;409600;0;2;.000291;NA;.035085;.124745;.124745;22.92;2781;3810
1.45;240;1;1;8;128;1;0;5;4096;0;0;0.000691;NA;0.039860;0.048393;0.048392;0.07;30;571
0.01;3;1;1;8;128;1;0;5;4096;0;1;.000010;NA;.000578;.001024;.001024;0.10;34;2488
0.01;3;1;1;8;128;1;0;5;4096;0;2;.000003;NA;.000276;.000896;.000896;0.31;34;3160
1.45;240;1;1;8;128;1;0;5;40960;0;0;0.002324;NA;0.197627;0.422444;0.422443;0.49;245;456
0.02;3;1;1;8;128;1;0;5;40960;0;1;.000090;NA;.008598;.013156;.013156;300.00;284;6
